V,mA
0.01619,-0.07614
0.01718,-0.07507
0.01817,-0.07384
0.01916,-0.07271
0.02014,-0.07158
0.02119,-0.07035
0.02215,-0.06916
0.02317,-0.06802
0.0242,-0.06675
0.02518,-0.06556
0.02617,-0.06427
0.02716,-0.06299
0.02819,-0.06168
0.02917,-0.06044
0.03016,-0.0591
0.03121,-0.05776
0.0322,-0.05634
0.03319,-0.05503
0.03417,-0.05359
0.03521,-0.05217
0.03621,-0.05082
0.03722,-0.04924
0.03822,-0.04783
0.03918,-0.04633
0.04019,-0.04488
0.04119,-0.04336
0.04218,-0.04185
0.04317,-0.04036
0.04419,-0.03879
0.04524,-0.03728
0.04624,-0.03578
0.04718,-0.03424
0.04819,-0.03272
0.04919,-0.0309
0.05026,-0.02941
0.05129,-0.02789
0.05228,-0.02634
0.05329,-0.02478
0.05427,-0.02331
0.05523,-0.02179
0.05628,-0.02028
0.05727,-0.01884
0.0583,-0.01732
0.0593,-0.01577
0.06027,-0.0144
0.06129,-0.01288
0.06226,-0.0114
0.0633,-0.01002
0.06433,-0.00859
0.0653,-0.00736
0.06632,-0.00596
0.06732,-0.00475
0.06831,-0.0035
0.06933,-0.00224
0.07031,-0.0011
0.07132,-9.42E-06
0.07229,0.00112
0.07324,0.00207
0.07435,0.0031
0.07527,0.00418
0.07629,0.00502
0.07727,0.00592
0.07825,0.00668
0.07928,0.00752
0.08026,0.00819
0.08124,0.00877
0.08227,0.00949
0.0832,0.01005
0.0843,0.01048
0.08529,0.01098
0.08629,0.01135
0.08728,0.01167
0.08829,0.01207
0.08931,0.01229
0.09032,0.0125
0.09132,0.01265
0.09231,0.01271
0.09333,0.01278
0.0943,0.01282
0.09528,0.01273
0.09632,0.01272
0.09726,0.01253
0.09829,0.01245
0.09926,0.01226
0.10028,0.01198
0.10126,0.01177
0.10228,0.0115
0.10325,0.01109
0.10425,0.0108
0.10521,0.01028
0.10625,0.00985
0.10725,0.00942
0.10822,0.00886
0.10926,0.00836
0.11029,0.00785
0.11125,0.0072
0.11229,0.00664
0.11327,0.00597
0.11432,0.00538
0.11529,0.00472
0.11632,0.00399
0.11728,0.00335
0.11832,0.00263
0.11932,0.00185
0.1203,0.00117
0.1213,4.44E-04
0.12231,-2.91E-04
0.12329,-0.00103
0.12426,-0.00181
0.12532,-0.0025
0.12629,-0.00329
0.12725,-0.00403
0.12826,-0.00483
0.12931,-0.0056
0.1303,-0.00633
0.13129,-0.0071
0.13231,-0.00789
0.13327,-0.00856
0.13433,-0.00938
0.1353,-0.01013
0.13627,-0.0108
0.13732,-0.01163
0.13832,-0.01226
0.13931,-0.01294
0.14032,-0.0137
0.14128,-0.0143
0.1423,-0.01503
0.14331,-0.01571
0.14424,-0.01633
0.14527,-0.01705
0.14629,-0.01764
0.14724,-0.01822
0.14824,-0.01888
0.14929,-0.01937
0.15027,-0.01999
0.15125,-0.02057
0.15226,-0.02106
0.15329,-0.02163
0.15428,-0.02215
0.15523,-0.02263
0.15623,-0.02311
0.15728,-0.02361
0.15825,-0.02403
0.15925,-0.02444
0.16025,-0.0248
0.16124,-0.02526
0.16227,-0.02565
0.16327,-0.02595
0.16423,-0.02639
0.16528,-0.02669
0.16628,-0.02702
0.16729,-0.02734
0.16828,-0.02754
0.16928,-0.02789
0.17032,-0.02809
0.17129,-0.02832
0.17229,-0.02856
0.1733,-0.02866
0.17432,-0.02888
0.17531,-0.02904
0.17632,-0.02914
0.17729,-0.02933
0.17832,-0.0294
0.1793,-0.02945
0.18029,-0.02957
0.18129,-0.02957
0.18232,-0.02964
0.18332,-0.02969
0.18426,-0.02962
0.18528,-0.02962
0.1863,-0.0296
0.18731,-0.02947
0.18825,-0.02949
0.18927,-0.02936
0.19028,-0.02927
0.19128,-0.02914
0.19229,-0.02902
0.19326,-0.02889
0.19426,-0.02868
0.19527,-0.0285
0.19627,-0.02837
0.19727,-0.02808
0.19822,-0.02787
0.19923,-0.02761
0.20023,-0.02729
0.2012,-0.02711
0.20228,-0.02674
0.20324,-0.02639
0.20421,-0.02616
0.20522,-0.02571
0.20628,-0.02535
0.20727,-0.02503
0.20829,-0.02464
0.20928,-0.02428
0.21027,-0.02382
0.21126,-0.02342
0.21231,-0.02295
0.21326,-0.0224
0.21427,-0.02192
0.21534,-0.02147
0.21629,-0.02091
0.2173,-0.02047
0.21832,-0.01993
0.21927,-0.01929
0.2203,-0.01877
0.22133,-0.01817
0.22228,-0.01762
0.22327,-0.01694
0.2242,-0.01629
0.22522,-0.01569
0.22624,-0.01498
0.22724,-0.0143
0.22825,-0.01363
0.22926,-0.01285
0.23023,-0.01217
0.2313,-0.01144
0.23228,-0.01052
0.23328,-0.00993
0.23427,-0.00916
0.23531,-0.00829
0.23631,-0.00747
0.23731,-0.00659
0.23826,-0.00578
0.23928,-0.00495
0.24025,-0.00401
0.2413,-0.00318
0.24228,-0.00223
0.24326,-0.00132
0.24426,-4.88E-04
0.24531,6.00E-04
0.24628,0.00162
0.24726,0.00252
0.24828,0.00365
0.24924,0.00465
0.25026,0.00571
0.25125,0.00697
0.25225,0.00795
0.25323,0.00929
0.25423,0.01035
0.25526,0.01146
0.25626,0.01279
0.25726,0.01391
0.25822,0.01521
0.25927,0.01646
0.26018,0.01769
0.26121,0.01909
0.26227,0.02043
0.26322,0.02172
0.26428,0.02325
0.26522,0.0246
0.26624,0.02602
0.26729,0.02763
0.26822,0.02907
0.26921,0.03069
0.27025,0.03224
0.27125,0.03377
0.27224,0.03545
0.27324,0.03709
0.27425,0.0389
0.2753,0.04072
0.27627,0.04234
0.27729,0.04442
0.27823,0.04614
0.27923,0.04789
0.2803,0.05008
0.28129,0.05189
0.28232,0.05401
0.28325,0.05616
0.28429,0.05814
0.28528,0.06033
0.28623,0.06259
0.28728,0.06478
0.28828,0.06723
0.28927,0.06939
0.29029,0.07198
0.29131,0.07443
0.29229,0.07682
0.2933,0.07965
0.29424,0.0823
0.29527,0.08521
0.2963,0.08826
0.29722,0.09089
0.29828,0.09373
0.29924,0.09682
0.30027,0.09966
0.30122,0.10305
0.30227,0.10607
0.30328,0.10924
0.30422,0.11274
0.30526,0.11604
0.30623,0.11956
0.30725,0.12327
0.30818,0.12668
0.30924,0.13081
0.31025,0.13445
0.31123,0.13841
0.31222,0.14258
0.31329,0.14666
0.31426,0.15106
0.31524,0.15574
0.31625,0.15999
0.31725,0.16498
0.31825,0.1698
0.31923,0.17471
0.32025,0.18009
0.32127,0.18498
0.32229,0.19063
0.32327,0.19632
0.32427,0.20191
0.32528,0.20835
0.32625,0.21431
0.32724,0.22061
0.32826,0.22756
0.32924,0.23422
0.33026,0.2414
0.33127,0.24884
0.33228,0.25618
0.33326,0.26434
0.3343,0.27229
0.33533,0.28069
0.33624,0.28955
0.33727,0.29846
0.33828,0.30812
0.33932,0.31813
0.34026,0.32829
0.34132,0.33942
0.34228,0.3505
0.34328,0.36214
0.34425,0.37475
0.34529,0.38722
0.34626,0.40089
0.34727,0.41494
0.34827,0.42933
0.34928,0.44464
0.35023,0.46051
0.35128,0.47695
0.35227,0.49455
0.35324,0.51208
0.35426,0.53153
0.35527,0.55133
0.35628,0.57165
0.35725,0.59373
0.35827,0.61545
0.35922,0.63875
0.36027,0.66386
0.36124,0.6887
0.36225,0.71517
0.36326,0.74314
0.36423,0.77176
0.36525,0.80177
0.36622,0.83214
0.36718,0.86383
0.36826,0.89667
0.3692,0.92904
0.37022,0.96346
0.3712,0.99754
0.37222,1.03349
0.37329,1.06965
0.37426,1.10419
0.37524,1.13962
0.37627,1.17707
0.37725,1.21291
0.37824,1.25074
0.37928,1.28885
0.38029,1.3261
0.38128,1.3653
0.38228,1.40322
0.38326,1.44221
0.38426,1.48195
0.38527,1.52031
0.38629,1.56156
0.38731,1.6009
0.38822,1.64118
0.38924,1.68478
0.39025,1.72602
0.39125,1.76954
0.39225,1.81553
0.39324,1.85959
0.39426,1.90825
0.39524,1.95672
0.39625,2.00583
0.39725,2.05857
0.39822,2.1104
0.39922,2.16546
0.40025,2.22127
0.40119,2.277
0.40221,2.33904
0.40326,2.39941
0.40421,2.46066
0.40524,2.52845
0.40629,2.59328
0.40725,2.662
0.40827,2.73106
0.40923,2.79726
0.41028,2.86926
0.41127,2.94157
0.41225,3.01393
0.41326,3.08868
0.41428,3.16304
0.4153,3.24309
0.41628,3.32495
0.41727,3.40501
0.41824,3.49319
0.41924,3.58036
0.42023,3.66826
0.42124,3.76441
0.42221,3.8569
0.42326,3.95506
0.42427,4.05986
0.4252,4.16152
0.42624,4.27153
0.42727,4.38668
0.42825,4.50723
0.42926,4.63549
0.43027,4.76565
0.43129,4.9067
0.43223,5.05503
0.43324,5.20684
0.43428,5.37633
0.43526,5.55124
0.43623,5.73699
0.43731,5.93993
0.43833,6.14837
0.43923,6.37332
0.44028,6.62272
0.44123,6.88297
0.44233,7.17383
0.44325,7.49084
0.44425,7.84054
0.44528,8.23971
0.44629,8.68193
0.44729,9.18559
0.44827,9.73706
0.44923,10.32171
0.45024,10.94491
0.45125,11.55777
0.45221,12.15804
0.45329,12.75509
0.4543,13.32581
0.45524,13.89425
0.45629,14.4617
0.45722,15.01124
0.45829,15.56402
0.45928,16.08871
0.46024,16.58814
0.4613,17.06393
0.46222,17.48692
0.46324,17.8664
0.46424,18.17936
0.46529,18.42291
0.46627,18.60827
0.46724,18.71108
0.46821,18.73437
0.46923,18.68689
0.47024,18.54791
0.47126,18.33759
0.47221,18.05548
0.47326,17.69052
0.47423,17.27291
0.47527,16.79733
0.47625,16.27355
0.47727,15.7179
0.47825,15.13475
0.47927,14.54452
0.48026,13.95172
0.48125,13.35421
0.48222,12.78388
0.48324,12.22642
0.48428,11.69018
0.4853,11.19794
0.48626,10.72501
0.48722,10.29634
0.48826,9.90892
0.48926,9.54245
0.49027,9.2221
0.49125,8.93486
0.49226,8.67092
0.49325,8.4431
0.49424,8.23284
0.49525,8.04631
0.4963,7.88149
0.49724,7.72485
0.49823,7.59317
0.49927,7.46777
0.50023,7.35081
0.50126,7.25744
0.5022,7.15773
0.50323,7.07161
0.50421,7.00101
0.50524,6.92255
0.50623,6.85881
0.50725,6.80099
0.50827,6.73835
0.50925,6.68969
0.51029,6.636
0.51128,6.58754
0.51226,6.5478
0.51323,6.50052
0.51425,6.46604
0.51525,6.4296
0.51624,6.39246
0.51727,6.36971
0.51825,6.33552
0.51924,6.30712
0.52027,6.28558
0.52124,6.25363
0.52224,6.23194
0.52325,6.21078
0.52425,6.18442
0.52521,6.16817
0.52621,6.14561
0.52729,6.12715
0.52823,6.11029
0.52922,6.0901
0.53029,6.07985
0.53125,6.06556
0.53225,6.04731
0.53323,6.0408
0.53428,6.02371
0.53527,6.00969
0.53627,6.00419
0.53722,5.98537
0.5383,5.97672
0.53924,5.97019
0.54026,5.95527
0.54125,5.94847
0.54226,5.93918
0.54324,5.93079
0.54425,5.92724
0.54524,5.91568
0.54627,5.91313
0.54726,5.90954
0.54824,5.90145
0.54928,5.90529
0.55027,5.89751
0.55124,5.89526
0.55227,5.90132
0.55322,5.89459
0.55427,5.8971
0.55528,5.90216
0.55628,5.90035
0.55725,5.90904
0.55825,5.91175
0.55921,5.91458
0.56027,5.92646
0.56121,5.92501
0.56226,5.93433
0.56328,5.94209
0.56422,5.94474
0.56522,5.95926
0.56629,5.96274
0.56725,5.97224
0.56824,5.99291
0.56926,5.99944
0.57024,6.0157
0.57124,6.03428
0.57227,6.04826
0.57324,6.07148
0.57426,6.0895
0.57523,6.11052
0.57628,6.13842
0.57724,6.16244
0.57827,6.19602
0.57925,6.22817
0.58025,6.26027
0.58126,6.30676
0.58226,6.3483
0.58325,6.3968
0.58426,6.45295
0.58524,6.50289
0.58625,6.56612
0.58726,6.63551
0.58826,6.70129
0.58926,6.77796
0.59024,6.85106
0.59124,6.92986
0.59224,7.01425
0.59318,7.09504
0.59423,7.18246
0.59526,7.26543
0.59626,7.34132
0.59727,7.42032
0.59823,7.48556
0.59923,7.54199
0.60024,7.59631
0.60122,7.62327
0.60222,7.64329
0.60326,7.64849
0.60427,7.63196
0.60524,7.60396
0.60624,7.55906
0.60726,7.49728
0.60823,7.42611
0.60923,7.33782
0.61023,7.24796
0.61128,7.14685
0.61222,7.04015
0.61324,6.93954
0.61425,6.83127
0.61524,6.72528
0.61629,6.62501
0.61722,6.51927
0.61824,6.42367
0.61927,6.33584
0.62025,6.25129
0.62123,6.18278
0.62221,6.11326
0.62326,6.04937
0.62425,5.99869
0.62526,5.94607
0.62624,5.91015
0.62726,5.88166
0.62824,5.85145
0.62922,5.83207
0.63028,5.80976
0.63125,5.79524
0.63224,5.79937
0.63325,5.80015
0.63425,5.80448
0.6352,5.81456
0.63627,5.82173
0.63725,5.8385
0.63822,5.85593
0.63926,5.87551
0.64023,5.90504
0.64127,5.93266
0.64224,5.96811
0.64325,5.99944
0.64421,6.03368
0.64526,6.07786
0.64624,6.11716
0.64721,6.16178
0.64825,6.21651
0.64921,6.26679
0.65026,6.32094
0.65126,6.37551
0.65225,6.42731
0.65329,6.49571
0.65424,6.55854
0.6553,6.62516
0.65627,6.70246
0.65722,6.76747
0.65824,6.83923
0.65921,6.91695
0.66021,6.9957
0.66122,7.0903
0.66222,7.19227
0.6632,7.28092
0.66426,7.37213
0.66528,7.46413
0.66626,7.5582
0.66723,7.65818
0.66821,7.75812
0.66923,7.86689
0.67027,7.98054
0.67121,8.12528
0.67226,8.2382
0.67324,8.35041
0.67421,8.47634
0.67525,8.60592
0.67624,8.7348
0.67723,8.87207
0.67827,9.00391
0.67924,9.14642
0.68022,9.29543
0.68124,9.43566
0.68224,9.58346
0.68324,9.73876
0.68422,9.90168
0.68528,10.06497
0.68621,10.22717
0.68725,10.39765
0.68823,10.56877
0.68926,10.74077
0.69027,10.92679
0.69128,11.109
0.69229,11.28986
0.69325,11.49388
0.69426,11.68599
0.69521,11.88297
0.69623,12.0897
0.69723,12.29496
0.69825,12.50451
0.6993,12.72349
0.70023,12.9363
0.70124,13.17049
0.70222,13.39327
0.70324,13.62284
0.70423,13.86011
0.70525,14.10102
0.70622,14.33711
0.70724,14.57951
0.7082,14.83242
0.70925,15.09188
0.71024,15.35481
0.71122,15.61172
0.71222,15.87872
0.71322,16.14239
0.71426,16.42223
0.71524,16.6918
0.71626,16.97937
0.71727,17.28451
0.71817,17.56985
0.71924,17.87306
0.72023,18.15683
0.72119,18.45822
0.72221,18.76633
0.72323,19.07328
0.72425,19.38598
0.7252,19.72118
0.72622,20.04078
0.72725,20.36362
0.72823,20.70638
0.72924,21.04535
0.73026,21.42365
0.73122,21.75488
0.73223,22.08501
0.7332,22.43364
0.73425,22.78954
0.7352,23.17246
0.73622,23.55547
0.73719,23.94207
0.73821,24.32207
0.73921,24.70728
0.74027,25.0975
0.74124,25.49267
0.74222,25.8837
0.74323,26.28879
0.74424,26.72946
0.74523,27.11524
0.74622,27.52061
0.74725,27.94779
0.74822,28.44171
0.74919,28.87671
0.75024,29.3113
0.75123,29.76198
0.75225,30.22578
0.75324,30.67033
0.75425,31.14581
0.75522,31.5922
0.75621,32.04611
0.75722,32.51442
0.75819,32.98267
0.75923,33.44473
0.76023,33.91118
0.76117,34.38805
0.76221,34.86892
0.76323,35.41472
0.76424,35.95092
0.76524,36.5251
0.76624,36.99595
0.76724,37.53286
0.76827,38.04175
0.76925,38.55545
0.77025,39.08983
0.77122,39.65069
0.77224,40.19599
0.7732,40.72187
0.77424,41.25448
0.7753,41.8591
0.77623,42.416
0.77725,42.9719
0.77826,43.52707
0.77923,44.12148
0.7802,44.63769
0.78125,45.21108
0.78224,45.85961
0.78327,46.42606
0.78425,46.98849
0.78526,47.57675
0.78629,48.15576
0.78724,48.79407
0.78826,49.4544
0.78926,50.10261
0.79024,50.73409
0.79123,51.40365
0.79224,52.00782
0.79323,52.65743
0.79422,53.27754
0.79523,53.89858
0.79617,54.53737
0.79723,55.15923
0.79819,55.80142
0.79915,56.43587
0.79967,56.76337
0.79912,56.25108
0.79815,55.3117
0.79715,54.40365
0.79613,53.46751
0.79512,52.63661
0.79413,51.76513
0.7931,50.88683
0.79216,50.09395
0.79114,49.29734
0.79015,48.4826
0.78912,47.74078
0.78814,46.96929
0.78712,46.17636
0.78613,45.39598
0.7851,44.65234
0.78415,43.99353
0.78314,43.3611
0.78209,42.6408
0.78112,41.96967
0.78011,41.2559
0.77917,40.56636
0.77811,39.89667
0.77713,39.32358
0.77613,38.68259
0.77515,38.02861
0.77414,37.42107
0.77314,36.80473
0.77222,36.17465
0.77112,35.56648
0.77014,35.03196
0.76916,34.39541
0.76812,33.81824
0.76712,33.26461
0.76613,32.73609
0.76516,32.21827
0.76415,31.65748
0.76309,31.14603
0.76211,30.62601
0.76114,30.10601
0.76014,29.58962
0.75911,29.06246
0.75815,28.55615
0.75713,28.06125
0.75613,27.57428
0.75514,27.09388
0.75409,26.62012
0.75314,26.17169
0.75214,25.71285
0.75112,25.25723
0.75013,24.79721
0.7491,24.3544
0.74813,23.92476
0.7471,23.55291
0.7461,23.14235
0.74515,22.75092
0.74409,22.33211
0.74311,21.96212
0.74212,21.5373
0.74113,21.14187
0.74014,20.76111
0.73913,20.36845
0.73814,19.99788
0.7371,19.62465
0.73613,19.26275
0.73517,18.90753
0.73411,18.5562
0.73315,18.23643
0.73211,17.91372
0.73116,17.57653
0.73015,17.22251
0.7291,16.88936
0.72809,16.56664
0.72714,16.25243
0.72608,15.95568
0.72512,15.67095
0.72412,15.33735
0.7231,15.04969
0.72214,14.76133
0.72109,14.4714
0.72012,14.19052
0.71913,13.91518
0.7181,13.63547
0.71716,13.39689
0.71615,13.12152
0.71514,12.85493
0.71416,12.60245
0.71313,12.34854
0.71211,12.10037
0.71113,11.86409
0.71014,11.62187
0.70914,11.40174
0.70813,11.17046
0.70712,10.93633
0.70618,10.71927
0.70512,10.49592
0.70411,10.2816
0.70312,10.07612
0.70213,9.86345
0.70117,9.66191
0.70012,9.46951
0.69914,9.26318
0.6981,9.0687
0.69714,8.87447
0.6961,8.68684
0.69513,8.50417
0.69411,8.325
0.69314,8.14838
0.69211,7.97565
0.69114,7.79916
0.69014,7.63438
0.68914,7.46197
0.68812,7.30059
0.68712,7.14153
0.68613,6.98014
0.68514,6.83044
0.68414,6.67629
0.68315,6.52596
0.68213,6.37808
0.68114,6.23565
0.68012,6.0922
0.67909,5.9537
0.67812,5.81343
0.67712,5.6812
0.67612,5.54815
0.6752,5.41398
0.67412,5.28999
0.67315,5.16167
0.67211,5.03845
0.67115,4.91826
0.67016,4.79698
0.66914,4.68482
0.66813,4.57057
0.66719,4.44643
0.66614,4.33756
0.66513,4.22794
0.6641,4.11992
0.66314,4.01831
0.66214,3.90905
0.66117,3.81272
0.66014,3.71466
0.65912,3.61978
0.65812,3.52605
0.65714,3.429
0.65614,3.33894
0.65515,3.25071
0.6541,3.15827
0.65312,3.07612
0.65216,2.9906
0.65112,2.90551
0.65011,2.82935
0.64912,2.74728
0.64814,2.66867
0.64713,2.59312
0.64618,2.51503
0.64513,2.44403
0.64414,2.37038
0.6432,2.29994
0.6422,2.23372
0.64117,2.16461
0.64014,2.09734
0.63917,2.03392
0.63813,1.96631
0.63716,1.90745
0.63616,1.84549
0.63515,1.78297
0.63414,1.7274
0.63316,1.66774
0.63212,1.6095
0.63112,1.55662
0.63011,1.50119
0.62913,1.45054
0.62814,1.39789
0.62716,1.3457
0.62613,1.29939
0.62517,1.24749
0.62416,1.19923
0.62314,1.1547
0.62213,1.10449
0.6212,1.06305
0.62013,1.01891
0.61912,0.97267
0.61817,0.93392
0.61712,0.89274
0.61619,0.84944
0.61512,0.81136
0.61415,0.76965
0.61317,0.73567
0.61211,0.69849
0.61116,0.65956
0.61015,0.62709
0.60915,0.58853
0.60816,0.55455
0.60714,0.52321
0.60616,0.48491
0.60515,0.45424
0.60414,0.42307
0.60318,0.38772
0.60217,0.3605
0.60115,0.32782
0.60018,0.29834
0.59919,0.27183
0.59818,0.23969
0.5972,0.21436
0.59615,0.18711
0.59522,0.15793
0.59415,0.13594
0.59315,0.10557
0.59218,0.08143
0.59112,0.05906
0.59015,0.02874
0.58912,0.00912
0.58815,-0.0155
0.58712,-0.04189
0.58613,-0.05986
0.58514,-0.08507
0.58415,-0.10848
0.5831,-0.12809
0.58212,-0.15176
0.58116,-0.17058
0.58014,-0.1917
0.57912,-0.21251
0.57817,-0.23028
0.57712,-0.25344
0.57613,-0.27386
0.57514,-0.29025
0.57418,-0.31435
0.57317,-0.32946
0.57213,-0.34879
0.57114,-0.36947
0.5702,-0.38358
0.56918,-0.40397
0.56822,-0.42291
0.56716,-0.43725
0.56618,-0.45616
0.56518,-0.47208
0.56417,-0.48947
0.56317,-0.50821
0.56216,-0.52102
0.56112,-0.54169
0.56017,-0.55931
0.55911,-0.57169
0.55816,-0.59276
0.55715,-0.60354
0.5561,-0.61918
0.55514,-0.63737
0.55414,-0.6471
0.55313,-0.66344
0.55214,-0.68002
0.55117,-0.69227
0.5501,-0.70995
0.54913,-0.72173
0.54811,-0.73644
0.54713,-0.75287
0.54617,-0.76255
0.54513,-0.7812
0.54411,-0.79435
0.5431,-0.80461
0.54212,-0.82476
0.54114,-0.83238
0.54017,-0.84499
0.53912,-0.86371
0.53816,-0.87236
0.53715,-0.88822
0.53618,-0.90206
0.53512,-0.91228
0.53414,-0.92948
0.53314,-0.93715
0.53218,-0.95054
0.53117,-0.96174
0.53018,-0.97088
0.52915,-0.98827
0.52817,-0.99742
0.52716,-1.00797
0.52615,-1.02588
0.52517,-1.03295
0.52416,-1.04567
0.52311,-1.06234
0.52222,-1.06876
0.52116,-1.0845
0.52017,-1.09635
0.51916,-1.10624
0.51814,-1.12301
0.51715,-1.13074
0.51611,-1.14295
0.51507,-1.15594
0.51415,-1.16322
0.51317,-1.18142
0.51213,-1.1911
0.51115,-1.19994
0.51016,-1.21921
0.50913,-1.22454
0.50818,-1.2374
0.50713,-1.25304
0.50612,-1.25849
0.50515,-1.273
0.50411,-1.28617
0.50314,-1.29452
0.50216,-1.30758
0.50117,-1.31671
0.50015,-1.32939
0.49915,-1.34421
0.49815,-1.34958
0.49718,-1.36773
0.49618,-1.37793
0.49517,-1.38587
0.49413,-1.40513
0.49317,-1.40998
0.49212,-1.42237
0.4912,-1.43823
0.49016,-1.44338
0.48916,-1.45491
0.48814,-1.46947
0.48714,-1.47604
0.48618,-1.4933
0.48519,-1.50063
0.48416,-1.51293
0.48319,-1.52658
0.48218,-1.53075
0.48117,-1.54863
0.48017,-1.55693
0.47916,-1.56293
0.47811,-1.58198
0.47717,-1.58306
0.47616,-1.59465
0.47513,-1.61181
0.47414,-1.61474
0.47317,-1.62957
0.47215,-1.64019
0.47114,-1.64699
0.47017,-1.66244
0.46917,-1.66682
0.46817,-1.67771
0.46719,-1.69011
0.46614,-1.69323
0.46513,-1.70926
0.46418,-1.71348
0.46319,-1.71992
0.46216,-1.73774
0.46115,-1.7391
0.46013,-1.74909
0.45917,-1.76317
0.45815,-1.76521
0.45717,-1.7831
0.45618,-1.78937
0.45518,-1.79351
0.45421,-1.80736
0.45318,-1.80993
0.45219,-1.81967
0.4512,-1.8266
0.45014,-1.83058
0.44919,-1.84599
0.44817,-1.85113
0.44719,-1.85652
0.44613,-1.87366
0.4452,-1.87336
0.44415,-1.88357
0.44318,-1.89556
0.44217,-1.89677
0.4412,-1.91039
0.44014,-1.91856
0.43911,-1.92338
0.43814,-1.93245
0.43717,-1.938
0.43614,-1.94944
0.43518,-1.96031
0.43413,-1.96437
0.43315,-1.9813
0.43213,-1.98666
0.43118,-1.99222
0.43017,-2.01059
0.42911,-2.01181
0.42818,-2.02273
0.42715,-2.04005
0.42618,-2.04251
0.42516,-2.05393
0.42415,-2.06789
0.42316,-2.07598
0.42219,-2.09263
0.42115,-2.09831
0.42019,-2.11319
0.41918,-2.12764
0.41817,-2.13321
0.41717,-2.15426
0.41619,-2.16407
0.41518,-2.17333
0.41414,-2.19852
0.41321,-2.2017
0.41219,-2.21624
0.4112,-2.23908
0.41015,-2.24922
0.40918,-2.27032
0.40816,-2.28835
0.40717,-2.30391
0.40615,-2.34176
0.40518,-2.35142
0.40418,-2.37773
0.40317,-2.40579
0.40221,-2.42748
0.40117,-2.46733
0.40016,-2.49526
0.39915,-2.53069
0.39823,-2.58804
0.39716,-2.62601
0.3962,-2.68346
0.39518,-2.75053
0.39417,-2.81146
0.39315,-2.89752
0.39217,-2.98479
0.39116,-3.07885
0.39014,-3.19062
0.38914,-3.29974
0.38812,-3.43166
0.38714,-3.56081
0.38617,-3.69262
0.38519,-3.84917
0.38416,-3.98666
0.38318,-4.12476
0.38215,-4.27288
0.38117,-4.3901
0.38016,-4.50784
0.37914,-4.6121
0.37844,-4.66819
